backbone,metric,effect,mean,sd,n,seed_8,seed_99,seed_123
C15,target_hit_lift,interaction,-0.07748054942820663,0.05394057472145775,3,-0.13736107254726826,-0.062383731354666905,-0.03269684438268472
C15,action_sensitivity,D8_minus_D4,0.00031392350104048663,0.000840864889620155,3,0.0004660875518881346,0.0010683162427337263,-0.000592633291500401
C15,action_sensitivity,H10k_minus_H5k,-0.00021565231167038407,0.00013819423781138092,3,-0.00017108847152112186,-0.00037063010763282024,-0.00010523835585721014
C15,action_sensitivity,interaction,-0.0009127367161874474,0.001635653811025253,3,-0.0026061959903109135,0.0006582236539182181,-0.0007902378121696467
C15,option_success_fraction,D8_minus_D4,0.005488016941801528,0.04318550979260136,3,0.04031921643229991,0.01897676822657232,-0.042831933833467645
C15,option_success_fraction,H10k_minus_H5k,0.005378193289848843,0.006154310807166775,3,0.008220817553616477,0.009597373776743051,-0.0016836114608130004
C15,option_success_fraction,interaction,-0.03229161267091322,0.02442173926160395,3,-0.009897463219947333,-0.058331123225383974,-0.028646251567408354
C15,known_edge_fraction,D8_minus_D4,-0.004455856471750804,0.015764722269407713,3,-0.01994118418402696,-0.005000528584675312,0.011574143353449862
C15,known_edge_fraction,H10k_minus_H5k,0.03041410195995246,0.00692933005615871,3,0.035172466413184444,0.022464094765268616,0.033605744701404316
C15,known_edge_fraction,interaction,0.011463662066168778,0.031789606537336854,3,0.03676294295709026,0.02184745110049635,-0.024219407859080277
C15,node_coverage_fraction,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,node_coverage_fraction,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,node_coverage_fraction,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,connected_fraction,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,connected_fraction,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,connected_fraction,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,isolated_fraction,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,isolated_fraction,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
C15,isolated_fraction,interaction,0.0,0.0,3,0.0,0.0,0.0
C15,redundant_pair_count,D8_minus_D4,1.0844621671351327,0.6307022884331173,3,1.1356209150326797,0.42973856209150324,1.688027024281215
C15,redundant_pair_count,H10k_minus_H5k,-0.3218559156535383,0.3492399751498783,3,-0.044117647058823595,-0.20751633986928103,-0.7139337600325104
C15,redundant_pair_count,interaction,-0.6437118313070767,0.6984799502997566,3,-0.08823529411764719,-0.41503267973856206,-1.4278675200650208
C15,eligible_vertex_count,D8_minus_D4,0.8821751498526872,0.44960988791501305,3,0.9738562091503269,0.3937908496732026,1.278878390734532
C15,eligible_vertex_count,H10k_minus_H5k,-0.3389577477507986,0.28007933556584874,3,-0.1830065359477125,-0.1715686274509804,-0.6622980798537031
C15,eligible_vertex_count,interaction,-0.6779154955015972,0.5601586711316975,3,-0.366013071895425,-0.3431372549019608,-1.3245961597074063
C15,birth_protected_count,D8_minus_D4,0.0,0.0,3,0.0,0.0,0.0
C15,birth_protected_count,H10k_minus_H5k,0.0,0.0,3,0.0,0.0,0.0
